Est;Esp;Ser;Titulo;/P;Cliente;Port;Cart;Referencia;Moeda;Valor;Factoring;Multa;Desconto ;Juros;ISS;IR;INSS;PIS;COFINS;CSLL;Liquidac/Credito;ContaContabil;
1;LC;;588074;1;C000150214;2;Padrao;Baixa;Real;17,95;0;0;0;0;0;0;0;0;0;0;2020-03-24;;

