Est;Esp;Ser;Titulo;/P;Cliente;Port;Cart;Referencia;Moeda;Valor;Factoring;Multa;Desconto ;Juros;ISS;IR;INSS;PIS;COFINS;CSLL;Liquidac/Credito;ContaContabil;

